model,GT_percent,GPT-5.1_percent,Gemini_percent,Deepseek_percent,GPT-5.1_over_GT,Gemini_over_GT,Deepseek_over_GT
chatscene,0.023920584,0,0,0,0,0,0
chinesellama213b,0.023920584,0,0,0,0,0,0
chubert,0.023920584,0,0,0,0,0,0
llama31telco,0.023920584,0,0,0,0,0,0
llama31turbo,0.023920584,0,0,0,0,0,0
modelbreadcrumbs,0.023920584,0,0,0,0,0,0
mplugowl37b,0.023920584,0,0,0,0,0,0
multiqampnetbasecosv1,0.023920584,0,0,0,0,0,0
multivae,0.023920584,0,0,0,0,0,0
nemotronnano,0.023920584,0,0,0,0,0,0
nemotronnano12b,0.023920584,0,0,0,0,0,0
bgelargeenv15,0.023920584,0,0,0,0,0,0
bigrec,0.023920584,0,0,0,0,0,0
opt125m,0.023920584,0,0.02985966,0,0,1.24828307,0
opt13bft,0.023920584,0,0,0,0,0,0
opt27b,0.023920584,0,0.02985966,0,0,1.24828307,0
claude37sonnet20250219,0.023920584,0,0,0,0,0,0
llama130b,0.023920584,0,0,0,0,0,0
llama165b,0.023920584,0,0,0,0,0,0
llama213bchat,0.023920584,0,0,0,0,0,0
llama213bchathf,0.023920584,0,0,0,0,0,0
llama213bft,0.023920584,0,0,0,0,0,0
llama234b,0.023920584,0,0,0,0,0,0
llama27b4bit,0.023920584,0,0,0,0,0,0
llama2exit,0.023920584,0,0,0,0,0,0
o1preview,0.023920584,0,0.02985966,0,0,1.24828307,0
o3minimedium,0.023920584,0,0,0,0,0,0
p5semid,0.023920584,0,0,0,0,0,0
pai,0.023920584,0,0,0,0,0,0
pair,0.023920584,0,0,0,0,0,0
palm2,0.023920584,0.060882801,0,0.079082641,2.545205479,0,3.306049822
patchtst,0.023920584,0.0304414,0.059719319,0,1.27260274,2.496566139,0
berttiny,0.023920584,0,0,0,0,0,0
betaregression,0.023920584,0,0,0,0,0,0
phi3,0.023920584,0.182648402,0.02985966,0,7.635616438,1.24828307,0
phi314b,0.023920584,0,0,0,0,0,0
phi35,0.023920584,0,0,0,0,0,0
llada15,0.023920584,0,0,0,0,0,0
llada8binstruct,0.023920584,0,0,0,0,0,0
claude37sonnetthinking,0.023920584,0,0,0,0,0,0
claude4,0.023920584,0,0,0,0,0,0
claudeopus30,0.023920584,0,0,0,0,0,0
openhands,0.023920584,0,0,0,0,0,0
bertlarge,0.023920584,0,0.179157958,0.039541321,0,7.489698417,1.653024911
bertopic,0.023920584,0.0304414,0.02985966,0.039541321,1.27260274,1.24828307,1.653024911
prompteol,0.023920584,0,0,0,0,0,0
promptguard,0.023920584,0,0,0,0,0,0
knn,0.023920584,0,0,0,0,0,0
langmem,0.023920584,0,0,0,0,0,0
latxallama3170binstruct,0.023920584,0,0,0,0,0,0
lcrec,0.023920584,0,0,0,0,0,0
ldiffrec,0.023920584,0,0,0,0,0,0
lgdumap,0.023920584,0,0,0,0,0,0
claudesonnet420250514,0.023920584,0,0,0,0,0,0
lingmini20,0.023920584,0,0,0,0,0,0
opt350m,0.023920584,0,0,0,0,0,0
opt66b,0.023920584,0,0.209017617,0,0,8.737981487,0
optunatpe,0.023920584,0,0,0,0,0,0
ours,0.023920584,0,0,0,0,0,0
qtip,0.023920584,0,0,0,0,0,0
bbollm,0.023920584,0,0,0,0,0,0
qwen1505bchat,0.023920584,0,0,0,0,0,0
qwen1518b,0.023920584,0,0.02985966,0,0,1.24828307,0
internvl3538bthink,0.023920584,0,0,0,0,0,0
internvl358bft,0.023920584,0,0,0,0,0,0
internvl39b,0.023920584,0,0,0,0,0,0
iql,0.023920584,0,0.02985966,0.039541321,0,1.24828307,1.653024911
januspro,0.023920584,0,0,0,0,0,0
cllmrec,0.023920584,0.0304414,0.02985966,0.039541321,1.27260274,1.24828307,1.653024911
clusterllm,0.023920584,0,0,0,0,0,0
kimiaudio7b,0.023920584,0,0,0,0,0,0
phi35moe,0.023920584,0,0,0,0,0,0
phi3mini4kinstruct,0.023920584,0,0,0,0,0,0
phi414b,0.023920584,0,0,0,0,0,0
phi4miniinstruct,0.023920584,0,0,0,0,0,0
qwen206b,0.023920584,0,0,0,0,0,0
qwen24b,0.023920584,0,0,0,0,0,0
basemodel,0.023920584,0,0,0,0,0,0
hilgpt,0.023920584,0,0,0,0,0,0
huatuogpto170b,0.023920584,0,0,0,0,0,0
huatuogptvision7b,0.023920584,0,0,0,0,0,0
idefics2,0.023920584,0.0304414,0.02985966,0,1.27260274,1.24828307,0
ikun,0.023920584,0,0,0,0,0,0
instructor,0.023920584,0,0,0,0,0,0
internvideo2,0.023920584,0.0304414,0,0,1.27260274,0,0
prumerge,0.023920584,0,0,0,0,0,0
pso,0.023920584,0,0,0,0,0,0
pydrop,0.023920584,0,0,0,0,0,0
pythia69b,0.023920584,0.0304414,0.268736936,0.039541321,1.27260274,11.23454763,1.653024911
pytorcheager,0.023920584,0,0,0,0,0,0
qinstructblip,0.023920584,0,0,0,0,0,0
qwen257b4bit,0.023920584,0,0,0,0,0,0
qwen258b,0.023920584,0,0,0,0,0,0
qwen25coder05b,0.023920584,0,0,0,0,0,0
bagel,0.023920584,0,0,0,0,0,0
baichuan213b,0.023920584,0,0.02985966,0,0,1.24828307,0
baichuan213bchat,0.023920584,0,0,0,0,0,0
baichuan27b,0.023920584,0.0304414,0,0,1.27260274,0,0
baichuanm1,0.023920584,0,0,0,0,0,0
baichuanm232b,0.023920584,0,0,0,0,0,0
qwen25math7bsimplerlzoo,0.023920584,0,0,0,0,0,0
qwen25max,0.023920584,0,0.02985966,0,0,1.24828307,0
grok40709,0.023920584,0,0,0,0,0,0
grok41,0.023920584,0,0,0,0,0,0
grok4fastnonreasoning,0.023920584,0,0,0,0,0,0
codedavinci002,0.023920584,0,0,0,0,0,0
codegemma7b,0.023920584,0,0,0,0,0,0
qwen3omni30b,0.023920584,0,0,0,0,0,0
gptuner,0.023920584,0,0,0,0,0,0
grapheval,0.023920584,0,0,0,0,0,0
graphmvp,0.023920584,0,0,0,0,0,0
grasp,0.023920584,0,0,0,0,0,0
codereviewer,0.023920584,0,0,0,0,0,0
codestral,0.023920584,0,0,0,0,0,0
codex,0.023920584,0,0,0.434954527,0,0,18.18327402
qwen3235ba22bthinking2507,0.023920584,0,0,0,0,0,0
qwen34binstruct,0.023920584,0,0,0,0,0,0
qwen34binstruct2507,0.023920584,0,0,0,0,0,0
qwen34blora,0.023920584,0,0,0,0,0,0
qwen34bsft,0.023920584,0,0,0,0,0,0
qwen25vl7bft,0.023920584,0,0,0,0,0,0
qwen2audio7b,0.023920584,0,0,0,0,0,0
qwen314bchat,0.023920584,0,0,0,0,0,0
qwen3turbo,0.023920584,0,0,0,0,0,0
qwen3vl30ba3binstruct,0.023920584,0,0,0,0,0,0
qwen3vl8b,0.023920584,0,0,0,0,0,0
gpt5minimal,0.023920584,0,0,0,0,0,0
gptj,0.023920584,0.243531202,0.059719319,0,10.18082192,2.496566139,0
gptj6b,0.023920584,0.365296804,0,0,15.27123288,0,0
colpali,0.023920584,0,0.059719319,0,0,2.496566139,0
gptneo,0.023920584,0.0304414,0,0.039541321,1.27260274,0,1.653024911
gptneo13b,0.023920584,0.0304414,0,0,1.27260274,0,0
gpto1,0.023920584,0.0304414,0,0,1.27260274,0,0
gpto4mini,0.023920584,0,0,0,0,0,0
autoformer,0.023920584,0.0304414,0,0.039541321,1.27260274,0,1.653024911
qwen3emb4b,0.023920584,0,0,0,0,0,0
qwen3guardgen,0.023920584,0,0,0,0,0,0
qwen3llm,0.023920584,0,0,0,0,0,0
qwen3omni,0.023920584,0,0,0,0,0,0
randomsearch,0.023920584,0,0,0.039541321,0,0,1.653024911
reasonke,0.023920584,0,0,0,0,0,0
redpajamaincite3b,0.023920584,0,0,0,0,0,0
reinforcebaseline,0.023920584,0,0,0,0,0,0
relayattention,0.023920584,0,0,0,0,0,0
reledalpha02,0.023920584,0,0,0,0,0,0
gpt41vision,0.023920584,0,0,0,0,0,0
gpt432k,0.023920584,0,0,0,0,0,0
gpt45,0.023920584,0,0,0,0,0,0
gpt4o202405013,0.023920584,0,0,0,0,0,0
contriever,0.023920584,0.0304414,0.089578979,0,1.27260274,3.744849209,0
coral,0.023920584,0,0,0,0,0,0
gpt4omini20240718,0.023920584,0,0,0,0,0,0
gpt4ominisearchpreview,0.023920584,0,0,0,0,0,0
gpt4ts,0.023920584,0,0,0,0,0,0
gpt4v,0.023920584,0.273972603,0.328456256,1.107156979,11.45342466,13.73111377,46.28469751
resnext503d,0.023920584,0,0,0,0,0,0
rlmrec,0.023920584,0,0,0,0,0,0
routerdc,0.023920584,0,0,0,0,0,0
rrpo,0.023920584,0,0,0,0,0,0
rtn,0.023920584,0,0,0,0,0,0
rulebased,0.023920584,0,0,0,0,0,0
sac,0.023920584,0.0304414,0.02985966,0.118623962,1.27260274,1.24828307,4.959074733
safe,0.023920584,0,0,0,0,0,0
cosyvoice,0.023920584,0,0,0,0,0,0
cotdet,0.023920584,0,0,0,0,0,0
gpt40613,0.023920584,0,0,0,0,0,0
gpt4120250414,0.023920584,0,0,0,0,0,0
r1distillllama70b,0.023920584,0,0,0,0,0,0
r1distillqwen14b,0.023920584,0,0,0,0,0,0
r2d2,0.023920584,0,0,0,0,0,0
rag,0.023920584,0,0,0.079082641,0,0,3.306049822
saplma,0.023920584,0,0,0,0,0,0
scibert,0.023920584,0.121765601,0.02985966,0.118623962,5.090410959,1.24828307,4.959074733
secalign,0.023920584,0,0,0,0,0,0
amazonnovapro,0.023920584,0,0,0,0,0,0
selfcheckgptnli,0.023920584,0,0,0,0,0,0
selfconsistency,0.023920584,0,0,0,0,0,0
selfrag,0.023920584,0,0,0,0,0,0
genegpt,0.023920584,0,0,0,0,0,0
glm45flash,0.023920584,0,0,0,0,0,0
glm49bchat,0.023920584,0,0,0,0,0,0
gpt,0.023920584,0,0,0.079082641,0,0,3.306049822
crag,0.023920584,0,0,0,0,0,0
gpt217b,0.023920584,0,0,0,0,0,0
gpt2345m,0.023920584,0,0,0,0,0,0
gpt240b,0.023920584,0,0,0,0,0,0
resnet34,0.023920584,0,0,0,0,0,0
shearedllama13bpruned,0.023920584,0,0,0,0,0,0
shearedllama13bsharegpt,0.023920584,0,0,0,0,0,0
shieldgemma2b,0.023920584,0,0,0,0,0,0
siglip2,0.023920584,0,0,0,0,0,0
signroundv1,0.023920584,0,0,0,0,0,0
singlellm,0.023920584,0,0,0,0,0,0
smollm,0.023920584,0,0,0,0,0,0
allrobertalargev1,0.023920584,0,0,0,0,0,0
alpaca,0.023920584,0,0,0,0,0,0
sonnet45,0.023920584,0,0,0,0,0,0
geminiembedding,0.023920584,0,0,0,0,0,0
gemma,0.023920584,0,0,0.039541321,0,0,1.653024911
safelora,0.023920584,0,0,0,0,0,0
sam,0.023920584,0,0,0,0,0,0
sam2,0.023920584,0,0,0,0,0,0
sapbert,0.023920584,0,0,0,0,0,0
td3bc,0.023920584,0.0304414,0,0,1.27260274,0,0
temprmot,0.023920584,0,0,0,0,0,0
timellm,0.023920584,0,0.089578979,0.039541321,0,3.744849209,1.653024911
gaussianmixture,0.023920584,0,0,0,0,0,0
gaussianprocess,0.023920584,0.060882801,0.059719319,0.039541321,2.545205479,2.496566139,1.653024911
gcarec,0.023920584,0,0,0,0,0,0
gcg,0.023920584,0,0,0,0,0,0
dareties,0.023920584,0,0,0,0,0,0
spatialgeoha,0.023920584,0,0,0,0,0,0
spqr,0.023920584,0,0,0,0,0,0
svd,0.023920584,0,0,0,0,0,0
svmclassifier,0.023920584,0,0,0,0,0,0
akt,0.023920584,0,0,0,0,0,0
alexnet,0.023920584,0,0,0,0,0,0
tablegpt27b,0.023920584,0,0,0,0,0,0
sftmodel,0.023920584,0,0,0.039541321,0,0,1.653024911
electra,0.023920584,0,0,0,0,0,0
eta,0.023920584,0,0,0,0,0,0
etsformer,0.023920584,0,0,0,0,0,0
ewc,0.023920584,0,0,0,0,0,0
fairmot,0.023920584,0,0,0,0,0,0
fedformer,0.023920584,0,0,0,0,0,0
fedit,0.023920584,0,0,0,0,0,0
finbert,0.023920584,0.0304414,0.059719319,0.079082641,1.27260274,2.496566139,3.306049822
finetunedllama,0.023920584,0,0,0,0,0,0
fireredtts,0.023920584,0,0,0,0,0,0
flamingo3b,0.023920584,0,0,0,0,0,0
deco,0.023920584,0,0,0,0,0,0
foundationsec8b,0.023920584,0,0,0,0,0,0
tabler1sft7b,0.023920584,0,0,0,0,0,0
tabler1zero7b,0.023920584,0,0,0,0,0,0
taskarithmetic,0.023920584,0,0,0,0,0,0
doubao15lite,0.023920584,0,0,0,0,0,0
doubao15visionpro,0.023920584,0,0,0,0,0,0
doubao15vlpro,0.023920584,0,0,0,0,0,0
doubaoseed16,0.023920584,0,0,0,0,0,0
doubaoseed16thinking,0.023920584,0,0,0,0,0,0
deepseekchatv31,0.023920584,0,0,0,0,0,0
deepseekcoderv2,0.023920584,0,0.656912511,0,0,27.46222753,0
deepseekllama,0.023920584,0,0,0,0,0,0
dpdpsystem12,0.023920584,0,0,0,0,0,0
dpdpwospt,0.023920584,0,0,0,0,0,0
dycoke,0.023920584,0,0,0,0,0,0
dynaguard4b,0.023920584,0,0,0,0,0,0
eagle3,0.023920584,0,0,0,0,0,0
echoembedding,0.023920584,0,0,0,0,0,0
efficientnetbilstm,0.023920584,0,0,0,0,0,0
efficientqat,0.023920584,0,0,0,0,0,0
a2c,0.023920584,0,0,0,0,0,0
dipper,0.023920584,0,0,0,0,0,0
distilgpt2,0.023920584,0.060882801,0,0,2.545205479,0,0
divprune,0.023920584,0,0,0,0,0,0
deepseekocr,0.023920584,0,0,0,0,0,0
dola,0.023920584,0,0,0,0,0,0
vicuna13bv15,0.023920584,0,0,0,0,0,0
vicunav157b,0.023920584,0,0,0,0,0,0
videochat2,0.023920584,0.091324201,0.179157958,0,3.817808219,7.489698417,0
videoperceiver3b,0.023920584,0,0,0,0,0,0
videor1,0.023920584,0,0,0,0,0,0
videor17b,0.023920584,0,0,0,0,0,0
vila1513b,0.023920584,0,0,0,0,0,0
ada,0.023920584,0,0,0,0,0,0
vit,0.023920584,0,0,0.039541321,0,0,1.653024911
vita157b,0.023920584,0,0,0,0,0,0
llavav16mistral7b,0.023920584,0,0,0,0,0,0
llm4cdsr,0.023920584,0,0,0,0,0,0
llmjudge,0.023920584,0,0,0,0,0,0
cat,0.023920584,0,0,0,0,0,0
deepseekr1distill32b,0.023920584,0,0,0,0,0,0
deepseekreasoner,0.023920584,0,0,0,0,0,0
deepseekv31thinking,0.023920584,0,0,0,0,0,0
detectgpt,0.023920584,0,0,0,0,0,0
devstral24b,0.023920584,0,0,0,0,0,0
wildguard7b,0.023920584,0,0,0,0,0,0
word2vec,0.023920584,0.0304414,0,0,1.27260274,0,0
xception,0.023920584,0,0.02985966,0,0,1.24828307,0
yehia7bdporeasoningpreview,0.023920584,0,0,0,0,0,0
aco,0.023920584,0,0,0,0,0,0
yi6bchat,0.023920584,0,0,0,0,0,0
yolov11globalonlymlge,0.023920584,0,0,0,0,0,0
zti,0.011960292,0,0,0,0,0,0
zspace,0.011960292,0,0,0,0,0,0
zscot,0.011960292,0,0,0,0,0,0
zigzagfuzz,0.011960292,0,0,0,0,0,0
zhongjinggpt13b,0.011960292,0,0,0,0,0,0
3dgraphllm,0.011960292,0,0,0,0,0,0
3djcg,0.011960292,0,0,0,0,0,0
yices,0.011960292,0,0,0,0,0,0
yi9b,0.011960292,0,0,0,0,0,0
activeprompt,0.011960292,0,0,0,0,0,0
activepassive,0.011960292,0,0,0,0,0,0
act,0.011960292,0,0.02985966,0,0,2.496566139,0
acraft,0.011960292,0,0,0,0,0,0
acr,0.011960292,0,0,0,0,0,0
acousticllm,0.011960292,0,0,0,0,0,0
ackrec,0.011960292,0,0,0,0,0,0
acesafetydefense,0.011960292,0,0,0,0,0,0
acesafetyattack,0.011960292,0,0,0,0,0,0
acesafety,0.011960292,0,0,0,0,0,0
deepswe,0.011960292,0,0,0,0,0,0
deepseekvl7bchat,0.011960292,0,0,0,0,0,0
deepseekvl2cot,0.011960292,0,0,0,0,0,0
deepseekv32think,0.011960292,0,0,0,0,0,0
deepseekv32speciale,0.011960292,0,0,0,0,0,0
deepseekv32sft,0.011960292,0,0,0,0,0,0
deepseekv32experimental,0.011960292,0,0,0,0,0,0
deepseekv31wo,0.011960292,0,0,0,0,0,0
zep,0.011960292,0,0,0,0,0,0
youtuembedding,0.011960292,0,0,0,0,0,0
yolox,0.011960292,0,0,0,0,0,0
densetts,0.011960292,0,0,0,0,0,0
densenet1213d,0.011960292,0,0,0,0,0,0
densenet121,0.011960292,0,0,0,0,0,0
demotuner,0.011960292,0,0,0,0,0,0
demodice,0.011960292,0,0,0,0,0,0
deltaloss,0.011960292,0,0,0,0,0,0
dellamerging,0.011960292,0,0,0,0,0,0
deftllmunseen,0.011960292,0,0,0,0,0,0
deftllm,0.011960292,0,0,0,0,0,0
default,0.011960292,0,0,0,0,0,0
deer3dtextaug,0.011960292,0,0,0,0,0,0
deer3d,0.011960292,0,0,0,0,0,0
deepthinkr1,0.011960292,0,0,0,0,0,0
dexa,0.011960292,0,0,0,0,0,0
devstralmedium,0.011960292,0,0,0,0,0,0
detrr50,0.011960292,0,0,0,0,0,0
detrr101,0.011960292,0,0,0,0,0,0
detr,0.011960292,0,0,0,0,0,0
depthonly,0.011960292,0,0,0,0,0,0
deepseekv31terminus,0.011960292,0,0,0,0,0,0
deepseekv216b,0.011960292,0,0,0,0,0,0
deepseekr1llama8b,0.011960292,0,0,0,0,0,0
deepseekr1distillqwen7bjapanese,0.011960292,0,0,0,0,0,0
depthgait,0.011960292,0,0,0,0,0,0
depthanything,0.011960292,0,0.02985966,0,0,2.496566139,0
depo,0.011960292,0,0,0,0,0,0
deontologicalmodel,0.011960292,0,0,0,0,0,0
diffusionret,0.011960292,0,0,0,0,0,0
diffugrpo,0.011960292,0,0,0,0,0,0
diffro,0.011960292,0,0,0,0,0,0
diffqlearning,0.011960292,0,0,0,0,0,0
diep,0.011960292,0,0,0,0,0,0
dien,0.011960292,0,0,0,0,0,0
dialogpt,0.011960292,0,0,0,0,0,0
dialoggsr,0.011960292,0,0,0,0,0,0
dialoggraphllm,0.011960292,0,0,0,0,0,0
dgl,0.011960292,0,0,0,0,0,0
dgcf,0.011960292,0,0,0,0,0,0
df,0.011960292,0,0,0,0,0,0
dexml,0.011960292,0,0,0,0,0,0
acckv,0.011960292,0,0,0,0,0,0
absolutezero,0.011960292,0,0,0,0,0,0
yi34bchat,0.011960292,0,0,0,0,0,0
yi34b,0.011960292,0,0.059719319,0,0,4.993132278,0
yi159bchat,0.011960292,0,0,0,0,0,0
yi159b,0.011960292,0,0,0,0,0,0
yi156b,0.011960292,0,0,0,0,0,0
yi1534b,0.011960292,0,0,0,0,0,0
yehia7bsftreasoningpreview,0.011960292,0,0,0,0,0,0
yehia7bpreview,0.011960292,0,0,0,0,0,0
yatc,0.011960292,0,0,0,0,0,0
xrtransformer,0.011960292,0,0,0,0,0,0
xlnet,0.011960292,0,0,0,0,0,0
distilbertimdb,0.011960292,0,0,0,0,0,0
distilbertbase,0.011960292,0,0,0,0,0,0
dispider,0.011960292,0,0,0,0,0,0
disclawllm,0.011960292,0,0,0,0,0,0
directrec,0.011960292,0,0,0,0,0,0
directmethod,0.011960292,0,0,0,0,0,0
directlingam,0.011960292,0,0,0,0,0,0
dinoheal,0.011960292,0,0,0,0,0,0
din,0.011960292,0,0,0,0,0,0
digitaltwin,0.011960292,0,0,0,0,0,0
difusco,0.011960292,0,0,0,0,0,0
diffusionunet,0.011960292,0,0,0,0,0,0
dmrec,0.011960292,0,0,0,0,0,0
dmplus,0.011960292,0,0,0,0,0,0
dkvmn,0.011960292,0,0,0,0,0,0
dktforget,0.011960292,0,0,0,0,0,0
deepseekr10528qwen38b,0.011960292,0,0,0,0,0,0
deepseekqwen2,0.011960292,0,0,0,0,0,0
deepseekqwen,0.011960292,0,0,0,0,0,0
deepseekproverv2,0.011960292,0,0,0,0,0,0
deepseekmath7bbase,0.011960292,0,0,0,0,0,0
divlog,0.011960292,0,0,0,0,0,0
ditto,0.011960292,0,0,0,0,0,0
doubao16vision,0.011960292,0,0,0,0,0,0
doubao16thinking,0.011960292,0,0,0,0,0,0
doubao16,0.011960292,0,0,0,0,0,0
doubao15pro32k,0.011960292,0,0,0,0,0,0
doubao15,0.011960292,0,0,0,0,0,0
doubao,0.011960292,0,0,0,0,0,0
dora,0.011960292,0,0,0,0,0,0
done,0.011960292,0,0,0,0,0,0
dominant,0.011960292,0.0304414,0.059719319,0.039541321,2.545205479,4.993132278,3.306049822
dolphinllama,0.011960292,0,0,0,0,0,0
dollyv27b,0.011960292,0,0,0,0,0,0
dolly2,0.011960292,0,0,0,0,0,0
doclayoutyolo,0.011960292,0,0,0,0,0,0
docformerv2,0.011960292,0,0,0,0,0,0
doc2query,0.011960292,0,0,0,0,0,0
dnn,0.011960292,0,0,0,0,0,0
dpdpsystem1,0.011960292,0,0,0,0,0,0
dpdp,0.011960292,0,0,0,0,0,0
down,0.011960292,0,0,0,0,0,0
deepseekllm7bbase,0.011960292,0,0,0,0,0,0
deepseekllm7b,0.011960292,0,0,0,0,0,0
deepseekcoderv2litebase,0.011960292,0,0,0,0,0,0
deepseekcoder7binstructv15,0.011960292,0,0,0,0,0,0
deepseekcoder7bbasev15,0.011960292,0,0,0,0,0,0
deepseekcoder33b,0.011960292,0,0,0,0,0,0
deepseekcoder13binstruct,0.011960292,0,0,0,0,0,0
deepseekcoder13bbase,0.011960292,0,0,0,0,0,0
deepseekchat7b,0.011960292,0,0,0,0,0,0
doubaoseed,0.011960292,0,0,0,0,0,0
doubaopro,0.011960292,0,0,0,0,0,0
dream,0.011960292,0,0,0,0,0,0
drain3,0.011960292,0,0,0,0,0,0
drain,0.011960292,0,0,0,0,0,0
dragon1,0.011960292,0,0,0,0,0,0
draftrl,0.011960292,0,0,0,0,0,0
dpt,0.011960292,0,0,0,0,0,0
dpsgd,0.011960292,0,0,0,0,0,0
dpruner,0.011960292,0,0,0,0,0,0
dposeqt,0.011960292,0,0,0,0,0,0
dpomodel,0.011960292,0,0,0,0,0,0
dpolw,0.011960292,0,0,0,0,0,0
dpolora,0.011960292,0,0,0,0,0,0
dpofull,0.011960292,0,0,0,0,0,0
dpofinetunedmodel,0.011960292,0,0,0,0,0,0
dpl,0.011960292,0,0,0,0,0,0
xlmr,0.011960292,0.060882801,0,0.355871886,5.090410959,0,29.7544484
xlam28b,0.011960292,0,0,0,0,0,0
xlam270b,0.011960292,0,0,0,0,0,0
wuga,0.011960292,0,0,0,0,0,0
wtgia,0.011960292,0,0,0,0,0,0
wsma,0.011960292,0,0,0,0,0,0
wsivqa,0.011960292,0,0,0,0,0,0
wsillava,0.011960292,0,0,0,0,0,0
wosimitems,0.011960292,0,0,0,0,0,0
woqs,0.011960292,0,0,0,0,0,0
womp,0.011960292,0,0,0,0,0,0
wognn,0.011960292,0,0,0,0,0,0
wode,0.011960292,0,0,0,0,0,0
duquant,0.011960292,0,0,0,0,0,0
dtallama,0.011960292,0,0,0,0,0,0
dsr,0.011960292,0,0,0,0,0,0
dspyclassifier,0.011960292,0,0,0,0,0,0
dsgrpo,0.011960292,0,0,0,0,0,0
dse,0.011960292,0,0,0,0,0,0
drsoss,0.011960292,0.0304414,0,0.039541321,2.545205479,0,3.306049822
drp,0.011960292,0,0,0,0,0,0
drivevlm,0.011960292,0,0.02985966,0,0,2.496566139,0
drgrpo,0.011960292,0,0,0,0,0,0
drgnn,0.011960292,0,0,0,0,0,0
drgen,0.011960292,0,0,0,0,0,0
dreamscene,0.011960292,0,0,0,0,0,0
dreamerv3,0.011960292,0.0304414,0.059719319,0.039541321,2.545205479,4.993132278,3.306049822
e5basev2,0.011960292,0,0,0,0,0,0
e3pruner,0.011960292,0,0,0,0,0,0
e2tts,0.011960292,0,0,0,0,0,0
e2egr,0.011960292,0,0,0,0,0,0
e2e,0.011960292,0,0,0,0,0,0
dynmg,0.011960292,0,0,0,0,0,0
dynllava,0.011960292,0,0,0,0,0,0
dyncta,0.011960292,0,0,0,0,0,0
dynamicprogramming,0.011960292,0,0,0,0,0,0
dynamiccausal,0.011960292,0,0,0,0,0,0
dynaguard17b,0.011960292,0,0,0,0,0,0
dwdr,0.011960292,0,0,0,0,0,0
dvpo,0.011960292,0,0,0,0,0,0
edison,0.011960292,0,0,0,0,0,0
edgc,0.011960292,0,0,0,0,0,0
ecso,0.011960292,0,0,0,0,0,0
echotrack,0.011960292,0,0,0,0,0,0
echomodel,0.011960292,0,0,0,0,0,0
easynmt,0.011960292,0,0,0,0,0,0
ease,0.011960292,0,0,0,0,0,0
easbased,0.011960292,0,0,0,0,0,0
earlyfusion,0.011960292,0,0,0,0,0,0
earl,0.011960292,0,0,0,0,0,0
eagledraft,0.011960292,0,0,0,0,0,0
eagerllm,0.011960292,0,0,0,0,0,0
eager,0.011960292,0,0,0,0,0,0
e5largev2,0.011960292,0,0,0,0,0,0
elias,0.011960292,0,0,0,0,0,0
elg,0.011960292,0,0,0,0,0,0
egomlp,0.011960292,0,0,0,0,0,0
egnocot,0.011960292,0,0,0,0,0,0
efkt,0.011960292,0,0,0,0,0,0
effiqa,0.011960292,0,0,0,0,0,0
efficientxpert,0.011960292,0,0,0,0,0,0
efficientnetb4,0.011960292,0.060882801,0,0,5.090410959,0,0
efficientnet,0.011960292,0,0,0,0,0,0
efficientbaseline,0.011960292,0,0,0,0,0,0
eerc,0.011960292,0,0,0,0,0,0
eegagent,0.011960292,0,0,0,0,0,0
educhat13b,0.011960292,0,0,0,0,0,0
edsr,0.011960292,0,0,0,0,0,0
editcot,0.011960292,0,0,0,0,0,0
energy,0.011960292,0,0,0,0,0,0
endtoend,0.011960292,0,0,0,0,0,0
enchtable,0.011960292,0,0,0,0,0,0
empty,0.011960292,0,0,0,0,0,0
emoaudionet,0.011960292,0,0,0,0,0,0
emma,0.011960292,0,0,0,0,0,0
emkd,0.011960292,0,0,0,0,0,0
emirati14bv2,0.011960292,0,0,0,0,0,0
ememg,0.011960292,0,0,0,0,0,0
emem,0.011960292,0,0,0,0,0,0
embmarker,0.011960292,0,0,0,0,0,0
embeddinggemma,0.011960292,0,0,0,0,0,0
els,0.011960292,0,0,0,0,0,0
elpo,0.011960292,0,0,0,0,0,0
ella,0.011960292,0,0,0,0,0,0
ernie45turbovl32k,0.011960292,0,0,0,0,0,0
ernie45,0.011960292,0,0,0,0,0,0
ernie40,0.011960292,0,0,0,0,0,0
erm,0.011960292,0,0,0,0,0,0
eraseandcheck,0.011960292,0,0,0,0,0,0
equalweighting,0.011960292,0,0,0,0,0,0
epfl,0.011960292,0,0,0,0,0,0
eperm,0.011960292,0,0,0,0,0,0
eotter,0.011960292,0,0,0,0,0,0
eoh,0.011960292,0,0,0,0,0,0
eoe,0.011960292,0,0,0,0,0,0
ensemble,0.011960292,0,0,0.039541321,0,0,3.306049822
enmf,0.011960292,0,0,0,0,0,0
enhsp,0.011960292,0,0,0,0,0,0
engine,0.011960292,0,0,0,0,0,0
eventcausnet,0.011960292,0,0,0,0,0,0
eurusrm7b,0.011960292,0,0,0,0,0,0
eurollm9b,0.011960292,0,0,0,0,0,0
eureka,0.011960292,0,0,0,0,0,0
eubhd,0.011960292,0,0,0,0,0,0
etbert,0.011960292,0,0,0,0,0,0
esmv2,0.011960292,0,0,0,0,0,0
errguidedspa,0.011960292,0,0,0,0,0,0
errguidedmix,0.011960292,0,0,0,0,0,0
errguidedapp,0.011960292,0,0,0,0,0,0
erniex1,0.011960292,0,0,0,0,0,0
ernie45vla3b,0.011960292,0,0,0,0,0,0
wocopurch,0.011960292,0,0,0,0,0,0
woce,0.011960292,0,0,0,0,0,0
